producto,marca,formato,cantidad,precio,supermercado,categoría,id_producto
"Vino rosado D.O. Rioja","El coto",Botella,"75 cl",3.95,Dia,"Bebidas con alcohol",610
"Vino rosado bobal","Pinta en Copas",Botella,"75 cl",1.99,Dia,"Bebidas con alcohol",611
"Vino rosado D.O. Rioja","Señorío de Ondas",Botella,"75 cl",2.59,Dia,"Bebidas con alcohol",612
"Vino rosado D.O. Rioja","Castillo de Haro",Botella,"75 cl",3.25,Dia,"Bebidas con alcohol",613
"Vino rosado","Castillo de Velasco",Brik,"1 l",1.19,Dia,"Bebidas con alcohol",614
"Vino rosado D.O. Navarra","Gran feudo",Botella,"75 cl",4.79,Dia,"Bebidas con alcohol",615
"Vino rosado","Viñas del Vero",Botella,"75 cl",6.1,Dia,"Bebidas con alcohol",616
"Tortitas de maíz",Hacendado,Paquete,"4 packs (120 g)",1.1,Mercadona,"Cereales y galletas",617
"Tortitas de maíz con chocolate",Hacendado,Paquete,"4 packs (130 g)",1.65,Mercadona,"Cereales y galletas",618
"Tortitas de arroz con chocolate blanco sabor yogur",Hacendado,Paquete,"4 packs (120 g)",1.65,Mercadona,"Cereales y galletas",619
"Tortitas de arroz",Hacendado,Paquete,"4 packs (124 g)",1.15,Mercadona,"Cereales y galletas",620
"Tortitas de arroz con chocolate con leche",Hacendado,Paquete,"4 packs (130 g)",1.65,Mercadona,"Cereales y galletas",621
"Tortitas de legumbres y arroz",Hacendado,Paquete,"4 packs (109 g)",1.75,Mercadona,"Cereales y galletas",622
"Tortitas de maíz",Naturmundo,Bolsa,"130 g",1.25,Dia,"Cereales y galletas",623
"Tortitas de arroz integral con chocolate blanco",Naturmundo,Bolsa,"130 g",1.6,Dia,"Cereales y galletas",624
"Tortitas de arroz integral con chocolate negro",Naturmundo,Bolsa,"130 g",1.6,Dia,"Cereales y galletas",625
"Tortitas de maíz con chocolate negro",Naturmundo,Bolsa,"90 g",1.14,Dia,"Cereales y galletas",626
"Mini tortitas de maíz y arroz sabor jamón",Naturmundo,Bolsa,"75 g",1.35,Dia,"Cereales y galletas",627
"Mini tortitas sabor campesina",Naturmundo,Bolsa,"75 g",1.35,Dia,"Cereales y galletas",628
"Mini tortitas de maíz y arroz sabor queso",Naturmundo,Bolsa,"75 g",1.35,Dia,"Cereales y galletas",629
"Tortitas de arroz integral",Naturmundo,Bolsa,"130 g",1.25,Dia,"Cereales y galletas",630
"Tortitas de maíz",Bicentury,Bolsa,"130 g",1.79,Dia,"Cereales y galletas",631
"Tortitas de arroz con chocolate blanco y frutos rojos",Bicentury,Bolsa,"184 g",2.59,Dia,"Cereales y galletas",632
"Tortitas de maíz sabor setas, trufa y queso",Bicentury,Bolsa,"124 g",2.59,Dia,"Cereales y galletas",633
"Tortitas de maíz sabor jamón ibérico",Bicentury,Bolsa,"123 g",2.39,Dia,"Cereales y galletas",634
"Tortitas de maíz con queso y albahaca",Bicentury,Bolsa,"123 g",2.29,Dia,"Cereales y galletas",635
"Tortitas de arroz integral con chocolate blanco, almendra y canela",Bicentury,Bolsa,"138 g",2.59,Dia,"Cereales y galletas",636
"Tortitas de arroz y quinoa",Ecocesta,Bolsa,"120 g",1.79,Dia,"Cereales y galletas",637
"Tortitas de arroz con chocolate con leche",Bicentury,Bolsa,"130 g",2.59,Dia,"Cereales y galletas",638
"Barritas de cereales bañadas con chocolate negro sin azúcares",Bicentury,Caja,"102 g",2.99,Dia,"Cereales y galletas",639
"Tortitas de arroz integral sabor yogur",Bicentury,Bolsa,"130 g",2.39,Dia,"Cereales y galletas",640
"Tortitas de arroz integral con chocolate negro",Bicentury,Bolsa,"130 g",2.39,Dia,"Cereales y galletas",641
"Tortitas de arroz integral con chocolate negro",Bicentury,Bolsa,"  130 g",2.59,Dia,"Cereales y galletas",642
"Barrita de chocolate con",Corny,Bolsa,"  50 g",1.79,Dia,"Cereales y galletas",643
"Barritas energéticas con dátil, coco y nueces","Just loading",Bolsa,"40 g",1,Dia,"Cereales y galletas",644
"Barritas de cereales con cacahuetes y cacao",Corny,Bolsa,"35 g",1.79,Dia,"Cereales y galletas",645
"Barritas energéticas con avena y café flapjack","Just loading",Bolsa,"60 g",1.29,Dia,"Cereales y galletas",646
"Barritas de proteínas sabor brownie","Just loading",Bolsa,"35 g",1.39,Dia,"Cereales y galletas",647
"Tortitas de arroz integral con chocolate blanco, limón y coco",Bicentury,Bolsa,"138 g",2.59,Dia,"Cereales y galletas",648
"Tortitas de arroz con chocolate negro con azahar y piel de naranja",Bicentury,Bolsa,"139 g",2.59,Dia,"Cereales y galletas",649
"Tortitas de espelta bio",Ecocesta,Bolsa,"108 g",1.79,Dia,"Cereales y galletas",650
"Barrita proteína sabor chocolate blanco con stracciatella","Just loading",Bolsa,"35 g",1.35,Dia,"Cereales y galletas",651
"Tortitas de arroz con chocolate con leche y avellanas",Bicentury,Bolsa,"142 g",2.59,Dia,"Cereales y galletas",652
"Barritas de proteínas sabor chocolate blanco",Weider,Caja,"105 g",3.75,Dia,"Cereales y galletas",653
"Barritas de proteínas sabor avellanas",Weider,Caja,"105 g",4.39,Dia,"Cereales y galletas",654
"Barritas de cereales y cacao bañadas en chocolate con leche",Bicentury,Caja,"120 g",3.15,Dia,"Cereales y galletas",655
"Barritas de cereales y cacao bañadas con chocolate negro",Bicentury,Caja,"120 g",3.15,Dia,"Cereales y galletas",656
"Barritas de chocolate con leche con chocochips",Bicentury,Caja,"128 g",4.99,Dia,"Cereales y galletas",657
"Galletas sabor yogur con limón",Bicentury,Caja,"160 g",2.59,Dia,"Cereales y galletas",658
"Tortitas de maíz con chocolate negro",Bicentury,Bolsa,"90 g",2.29,Dia,"Cereales y galletas",659
"Galleta salada mini crackers","Snack Maniac",Bote,"350 g",1.29,Dia,"Cereales y galletas",660
"Galletas crackers saladas","Snack Maniac",Bolsa,"300 g",1.29,Dia,"Cereales y galletas",661
Crackers,Tuc,Bolsa,"100 g",1.23,Dia,"Cereales y galletas",662
"Galletas crackers con sal","Gran pavesi",Bolsa,"250 g",2.39,Dia,"Cereales y galletas",663
"Galletas saladas con aceite de oliva virgen extra","Biscuits Galicia",Bolsa,"200 g",2.09,Dia,"Cereales y galletas",664
"Pasas sultanas sin pepitas",Naturmundo,Bolsa,"200 g",1.08,Dia,"Frutos secos",665
"Arándanos rojos deshidratados",Naturmundo,Bolsa,"150 g",1.8,Dia,"Frutos secos",666
"Dátiles sin hueso",Naturmundo,Bolsa,"250 g",1.57,Dia,"Frutos secos",667
"Ciruelas sin hueso",Naturmundo,Bolsa,"200 g",1.68,Dia,"Frutos secos",668
"Orejón albaricoque dia naturmundo",Naturmundo,Bolsa,"200 g",2.6,Dia,"Frutos secos",669
Dátiles,"Frit ravich",Bandeja,"500 g",3.2,Dia,"Frutos secos",670
Mandarina,Dia,Malla,"1 Kg",1.49,Dia,"Fruta y verduras",671
"Naranja especial para zumo",Dia,Malla,"4 Kg",5.29,Dia,"Fruta y verduras",672
"Naranjas de mesa",Dia,Malla,"2 Kg",2.99,Dia,"Fruta y verduras",673
"Mandarina selección",Dia,Bandeja,"750 g",1.89,Dia,"Fruta y verduras",674
Mandarina,Dia,Granel,"500 g",1.15,Dia,"Fruta y verduras",675
"Mandarina Torres Selección",Dia,Malla,"750 g",2.49,Dia,"Fruta y verduras",676
"Naranja selección",Dia,Granel,"1 Kg",2.49,Dia,"Fruta y verduras",677
"Zumo de naranja recién exprimido",Dia,Botella,"1 l",4.79,Dia,Zumos,678
"Zumo de naranja recién exprimido",Dia,Botella,"500 ml",2.99,Dia,Zumos,679
"Zumo de naranja recién exprimido",Dia,Botella,"250 ml",1.99,Dia,Zumos,680
"Filetes de panga  ultracongelados",Hacendado,Paquete,"900 g escurrido",4.8,Mercadona,Congelados,681
"Filetes de merluza Argentina sin piel  ultracongelados",Hacendado,Paquete,"600 g escurrido",4.2,Mercadona,Congelados,682
"Rodaja de emperador  ultracongelado",Hacendado,Pieza,"200 g aprox. escurrido",3.18,Mercadona,Congelados,683
"Filetes de bacalao  ultracongelado",Maredeus,Paquete,"375 g escurrido",5.3,Mercadona,Congelados,684
"Medallones de merluza  ultracongelados",Hacendado,Paquete,"485 g escurrido",3.65,Mercadona,Congelados,685
"Filete de salmón rosado salvaje con piel  ultracongelado",Hacendado,Pieza,"300 g aprox. escurrido",3.58,Mercadona,Congelados,686
"Lomos de merluza del cabo  ultracongelados",Hacendado,Caja,"400 g",4.25,Mercadona,Congelados,687
"Anguriñas de surimi  ultracongeladas",Hacendado,Bandeja,"260 g",2.3,Mercadona,Congelados,688
"Fritura de pescado  ultracongelada",Hacendado,Paquete,"600 g escurrido",5.45,Mercadona,Congelados,689
"Porciones de bacalao sin piel  ultracongelado",MareDeus,Paquete,"600 g escurrido",7.2,Mercadona,Congelados,690
"Rodaja de tintorera sin piel  ultracongelada",Hacendado,Pieza,"450 g aprox. escurrido",3.13,Mercadona,Congelados,691
"Porciones de merluza del cabo sin piel  ultracongeladas",Hacendado,Paquete,"500 g",4.6,Mercadona,Congelados,692
"Pescadilla de merluza sin cabeza  ultracongelada",Hacendado,Paquete,"1 kg escurrido",5,Mercadona,Congelados,693
"Cola de rape del cabo  ultracongelada",Hacendado,Pieza,"500 g aprox. escurrido",8.48,Mercadona,Congelados,694
"Merluza del cabo sin cabeza  ultracongelada",Hacendado,Pieza,"700 g aprox. escurrido",4.86,Mercadona,Congelados,695
"Lenguado negro entero  ultracongelado",Hacendado,Paquete,"600 g escurrido",7.7,Mercadona,Congelados,696
"Lomos de salmón sin piel y sin espinas  congelado",Hacendado,Paquete,"2 ud. (250 g)",6.4,Mercadona,Congelados,697
"Migas de bacalao sin espinas y sin piel  ultra congeladas",MareDeus,Paquete,"300 g escurrido",3.85,Mercadona,Congelados,698
"Rodajas de atún de aleta amarilla  congelado",Hacendado,Bandeja,"250 g aprox.",4.24,Mercadona,Congelados,699
"Filetes de bacaladilla  ultracongelado",Hacendado,Paquete,"500 g escurrido",2.95,Mercadona,Congelados,700
"Escalopines de rosada sin piel  ultracongelados",Hacendado,Paquete,"500 g escurrido",7.99,Mercadona,Congelados,701
"Filetes de merluza grandes sin piel  ultracongelados",Hacendado,Paquete,"970 g escurrido",9.9,Mercadona,Congelados,702
"Lomo de bacalao  ultracongelado",MareDeus,Paquete,"390 g aprox.",6.35,Mercadona,Congelados,703
"Albóndigas de bacalao  congeladas",Camós,Paquete,"400 g",1.9,Mercadona,Congelados,704
"Aritos de surimi a la romana  ultracongelados",Pescanova,Paquete,"625 g",2.95,Mercadona,Congelados,705
"Merluza empanada pan fino  ultracongelada",Hacendado,Paquete,"510 g",3.95,Mercadona,Congelados,706
"Filetes de merluza al huevo  ultracongelados",Hacendado,Paquete,"600 g",4.95,Mercadona,Congelados,707
"Varitas de merluza empanadas  ultracongeladas",Hacendado,Paquete,"400 g",3.95,Mercadona,Congelados,708
"Empanadillas de atún  ultracongeladas",Hacendado,Caja,"500 g",1.9,Mercadona,Congelados,709
"Palitos de merluza a la romana  ultracongelados",Hacendado,Paquete,"500 g",2.75,Mercadona,Congelados,710
"Figuritas de merluza empanadas  ultracongeladas",Hacendado,Paquete,"500 g",3.6,Mercadona,Congelados,711
"Langostino caballitos rebozados  ultracongelados",Hacendado,Paquete,"300 g",3.3,Mercadona,Congelados,712
"Filetes de boquerón en tempura  ultracongelado",Hacendado,Paquete,"400 g",3.75,Mercadona,Congelados,713
"Tortillitas de camarones Crabss ultracongeladas",Hacendado,Bandeja,"300 g",2.75,Mercadona,Congelados,714
"Rabas empanadas  ultracongeladas",Hacendado,Paquete,"500 g",3.75,Mercadona,Congelados,715
"Anillas de pota a la romana  ultracongeladas",Hacendado,Paquete,"500 g",4.3,Mercadona,Congelados,716
"Croquetas de merluza  ultracongelados",Hacendado,Paquete,"350 g",2.1,Mercadona,Congelados,717
"Tubo de pota argentina limpia congelado",Hacendado,Pieza,"100 g aprox. escurrido",1.29,Mercadona,Congelados,718
"Sepia limpia congelada",Hacendado,Pieza,"400 g aprox. escurrido",5.98,Mercadona,Congelados,719
"Sepia limpia troceada  congelada",Hacendado,Paquete,"360 g escurrido",4.05,Mercadona,Congelados,720
"Calamar limpio troceado  congelado",Hacendado,Paquete,"475 g escurrido",5.1,Mercadona,Congelados,721
"Rodaja de potón del Pacífico cocido  congelado",Hacendado,Paquete,"475 g escurrido",6.05,Mercadona,Congelados,722
"Sepia limpia pequeña  congelada",Hacendado,Paquete,"360 g escurrido",4,Mercadona,Congelados,723
"Tiras de potón  congeladas",Hacendado,Paquete,"400 g escurrido",4.45,Mercadona,Congelados,724
"Tinta de sepia Nortindal congelada",Hacendado,Paquete,"8 ud. (32 g)",2.05,Mercadona,Congelados,725
"Anillas de pota  congeladas",Hacendado,Paquete,"360 g escurrido",5.15,Mercadona,Congelados,726
"Pulpo crudo  congelado",Hacendado,Paquete,"1 kg aprox.",17.95,Mercadona,Congelados,727
"Chipirón puntilla  congelado",Hacendado,Paquete,"450 g escurrido",4.7,Mercadona,Congelados,728
"Calamar patagónico pequeño  ultracongelado",Hacendado,Paquete,"500 g escurrido",4.5,Mercadona,Congelados,729
"Pizza jamón y queso","Al Punto",Bandeja,"400 g",2.49,Dia,"Pizzas y platos preparados",730
"Pizza barbacoa","Al Punto",Bandeja,"425 g",2.59,Dia,"Pizzas y platos preparados",731
Pizza,"Al Punto",Bandeja,"  390 g",2.69,Dia,"Pizzas y platos preparados",732
"Pizza carbonara","Al Punto",Bandeja,"400 g",2.69,Dia,"Pizzas y platos preparados",733
"Pizza jamón y queso","Casa Tarradellas",Bandeja,"225 g",3.19,Dia,"Pizzas y platos preparados",734
"Pizza pollo","Al Punto",Bandeja,"400 g",2.69,Dia,"Pizzas y platos preparados",735
"Pizza atún y bacon","Al Punto",Bandeja,"400 g",2.69,Dia,"Pizzas y platos preparados",736
"Pizza smoky grilled pork","Al Punto",Bandeja,"480 g",2.99,Dia,"Pizzas y platos preparados",737
Pizza,"Al Punto",Bandeja,"  580 g",3.95,Dia,"Pizzas y platos preparados",738
"Pizza jamón y queso","Casa Tarradellas",Bandeja,"405 g",3.19,Dia,"Pizzas y platos preparados",739
"Pizza serrana","Al Punto",Bandeja,"390 g",2.69,Dia,"Pizzas y platos preparados",740
"Pizza jamón y queso familiar","Al Punto",Bandeja,"600 g",3.95,Dia,"Pizzas y platos preparados",741
Pizza,"Casa Tarradellas",Bandeja,"  390 g",3.19,Dia,"Pizzas y platos preparados",742
"Pizza pollo","Casa Tarradellas",Bandeja,"410 g",3.19,Dia,"Pizzas y platos preparados",743
"Pizza jamón serrano","Casa Tarradellas",Bandeja,"390 g",3.19,Dia,"Pizzas y platos preparados",744
"Pizza atún y bacon","Casa Tarradellas",Bandeja,"405 g",3.19,Dia,"Pizzas y platos preparados",745
"Pizza carbonara","Casa Tarradellas",Bandeja,"400 g",3.19,Dia,"Pizzas y platos preparados",746
"Sidra natural",Cortina,Botella,"70 cl",2.4,Dia,"Bebidas con alcohol",747
"Cava semiseco","Grand astoria",Botella,"75 cl",2.95,Dia,"Bebidas con alcohol",748
"Cava brut","Grand astoria",Botella,"75 cl",2.95,Dia,"Bebidas con alcohol",749
"Vino rosado lambrusco",Dante,Botella,"75 cl",2.15,Dia,"Bebidas con alcohol",750
"Sidra espumosa",Sidrallero,Botella,"75 cl",1.6,Dia,"Bebidas con alcohol",751
"Sidra de manzana","Ladrón de manzanas",Botella,"25 cl",1.19,Dia,"Bebidas con alcohol",752
"Cava brut nature","Grand astoria",Botella,"75 cl",3.95,Dia,"Bebidas con alcohol",753
"Cava brut nature","Jaume Serra",Botella,"75 cl",4.25,Dia,"Bebidas con alcohol",754
Sidra,"El gaitero",Botella,"75 cl",2.35,Dia,"Bebidas con alcohol",755
Cava,Codorníu,Botella,"3 x 20 cl",6.99,Dia,"Bebidas con alcohol",756
"Cava reserva brut nature","Grand astoria",Botella,"75 cl",4.49,Dia,"Bebidas con alcohol",757
"Sidra extra","El gaitero",Botella,"75 cl",3.05,Dia,"Bebidas con alcohol",758
"Cava semiseco  Carta Nevada",Freixenet,Botella,"75 cl",6.95,Dia,"Bebidas con alcohol",759
"Cava semiseco  Carta Nevada",Freixenet,Botella,"3 x 20 cl",6.95,Dia,"Bebidas con alcohol",760
"Cava brut","Vía de la Plata",Botella,"75 cl",4.99,Dia,"Bebidas con alcohol",761
"Cava brut  Anna",Codorníu,Botella,"75 cl",9.35,Dia,"Bebidas con alcohol",762
"Cava brut  Cordón Negro",Freixenet,Botella,"75 cl",7.99,Dia,"Bebidas con alcohol",763
"Sidra de manzana","The Good Cider",Botella,"33 cl",1.4,Dia,"Bebidas con alcohol",764
"Cava brut nature  Anna",Codorníu,Botella,"75 cl",9.35,Dia,"Bebidas con alcohol",765
"Cereales rellenos de leche",Hacendado,Caja,"500 g",2.5,Mercadona,"Cereales y galletas",766
"Mini cereales rellenos de leche",Hacendado,Caja,"5 bolsitas (175 g)",1.9,Mercadona,"Cereales y galletas",767
"Cereales rellenos de chocolate y avellana",Hacendado,Paquete,"500 g",2.1,Mercadona,"Cereales y galletas",768
"Cereales estrellas de maíz  Hacendado con miel",Stars,Caja,"400 g",2.1,Mercadona,"Cereales y galletas",769
"Cereales copos de maíz  Hacendado 0% azúcares añadidos","Corn Flakes",Caja,"500 g",1.5,Mercadona,"Cereales y galletas",770
"Cereales de arroz inflado  Hacendado con chocolate","Choco Rice",Caja,"500 g",2.1,Mercadona,"Cereales y galletas",771
"Cereales copos de maíz Pack","Corn Flakes Kellogg",Caja,"500 g",3,Mercadona,"Cereales y galletas",772
"Cereales de arroz inflado Pack con chocolate","Choco Krispies Kellogg",Caja,"420 g",2.95,Mercadona,"Cereales y galletas",773
"Cereales copos de trigo Chocodays  con chocolate",Hacendado,Caja,"500 g",1.8,Mercadona,"Cereales y galletas",774
"Cereales copos de maíz  Harvest Home sin gluten","Corn Flakes",Caja,"375 g",2.59,Mercadona,"Cereales y galletas",775
"Cereales rellenos de crema de cacao y avellana  sin gluten",Hacendado,Paquete,"400 g",2.25,Mercadona,"Cereales y galletas",776
"Copos de avena",Brüggen,Caja,"500 g",0.9,Mercadona,"Cereales y galletas",777
"Cereales copos de trigo integral y arroz","Special K Classic",Caja,"450 g",3.25,Mercadona,"Cereales y galletas",778
"Muesli Crunchy  con chocolate",Hacendado,Paquete,"500 g",2.1,Mercadona,"Cereales y galletas",779
"Cereales copos de trigo integral y arroz  0% azúcares añadidos",Hacendado,Caja,"500 g",2,Mercadona,"Cereales y galletas",780
"Cereales copos de trigo espelta integral  0% azúcares añadidos",Hacendado,Paquete,"400 g",1.7,Mercadona,"Cereales y galletas",781
"Cereales integrales copos de trigo  con chocolate","Chocapic Nestlé",Caja,"625 g",3.95,Mercadona,"Cereales y galletas",782
"Muesli Crunchy  con frutos secos",Hacendado,Paquete,"500 g",2.1,Mercadona,"Cereales y galletas",783
"Muesli Crunchy  0% azúcares añadidos 0% edulcorantes",Hacendado,Paquete,"500 g",2,Mercadona,"Cereales y galletas",784
"Cereales copos de trigo integral y arroz  bañados en chocolate con leche",Hacendado,Caja,"375 g",2.35,Mercadona,"Cereales y galletas",785
"Cereales copos tostados de trigo integral y arroz  con chocolate",Hacendado,Caja,"425 g",2,Mercadona,"Cereales y galletas",786
"Cereales de trigo entero integral",Weetabix,Caja,"430 g",3.39,Mercadona,"Cereales y galletas",787
"Muesli Crunchy  con fruta",Hacendado,Paquete,"500 g",2.1,Mercadona,"Cereales y galletas",788
"Avena molida",Hacendado,Paquete,"500 g",1.11,Mercadona,"Cereales y galletas",789
"Salvado de avena",Hacendado,Paquete,"500 g",1.65,Mercadona,"Cereales y galletas",790
"Cereales y semillas granola  con frutos secos",Hacendado,Paquete,"400 g",2.4,Mercadona,"Cereales y galletas",791
"Cereales con salvado de trigo Fibra Sticks",Hacendado,Caja,"500 g",1.8,Mercadona,"Cereales y galletas",792
"Muesli  con frutas",Hacendado,Paquete,"1 kg",2.3,Mercadona,"Cereales y galletas",793
"Muesli  50% frutas y frutos secos",Hacendado,Paquete,"500 g",1.95,Mercadona,"Cereales y galletas",794
"Salvado de trigo integral",Hacendado,Paquete,"250 g",1.35,Mercadona,"Cereales y galletas",795
"Muesli  con quinoa, chía y chocolate negro",Hacendado,Paquete,"400 g",2.25,Mercadona,"Cereales y galletas",796
"Cereales Cereal Mix  0% azúcares añadidos",Hacendado,Paquete,"375 g",2.4,Mercadona,"Cereales y galletas",797
