producto,marca,formato,cantidad,precio,supermercado,categoría,id_producto
"Cereales avena Crunchy",Hacendado,Caja,"400 g",1.9,Mercadona,"Cereales y galletas",798
"Cereales avena Crunchy  de cacao",Hacendado,Caja,"400 g",2.15,Mercadona,"Cereales y galletas",799
"Barritas de cereales  chocolate con leche",Hacendado,Caja,"6 barritas (120 g)",1.4,Mercadona,"Cereales y galletas",800
"Barritas de cereales  con chocolate blanco",Hacendado,Caja,"6 barritas (127 g)",1.3,Mercadona,"Cereales y galletas",801
"Barritas de cereales muesli  con chocolate",Hacendado,Caja,"6 barritas (138 g)",1.4,Mercadona,"Cereales y galletas",802
"Barritas de cereales con frutos secos",Hacendado,Caja,"6 barritas (150 g)",1.65,Mercadona,"Cereales y galletas",803
"Barritas Sustitutivo de comida  sabor avena y chocolate con leche",Belladieta,Caja,"4 barritas (120 g)",3.1,Mercadona,"Cereales y galletas",804
"Barritas con proteínas  sabor coco y chocolate","Enervit Sport",Caja,"3 barritas (120 g)",3.35,Mercadona,"Cereales y galletas",805
"Barrita con proteínas  sabor chocolate negro","Enervit Sport",Caja,"3 barritas (180 g)",5.15,Mercadona,"Cereales y galletas",806
"Barritas de espelta  sabor manzana",Hacendado,Caja,"6 barritas (120 g)",1.5,Mercadona,"Cereales y galletas",807
"Barritas de avena  con chocolate negro",Hacendado,Caja,"6 paquetes (252 g)",2.35,Mercadona,"Cereales y galletas",808
"Barritas de galleta rellenas de arándanos",Hacendado,Caja,"5 barritas (125 g)",1.5,Mercadona,"Cereales y galletas",809
"Barritas 100% fruta de manzana y plátano",Hacendado,Caja,"3 barritas (90 g)",1.75,Mercadona,"Cereales y galletas",810
"Barritas de cereales  con cacahuetes sabor caramelo",Hacendado,Caja,"4 barritas (138 g)",1.7,Mercadona,"Cereales y galletas",811
"Cerveza radler con zumo de limón",Ramblers,Lata,"33 cl",0.4,Dia,"Bebidas con alcohol",812
"Cerveza sabor limón shandy sin alcohol",Ramblers,Lata,"33 cl",0.35,Dia,"Bebidas con alcohol",813
"Cerveza radler con limón",Amstel,Lata,"12 x 33 cl",8.99,Dia,"Bebidas con alcohol",814
"Cerveza radler con limón","San Miguel",Lata,"  33 cl",0.7,Dia,"Bebidas con alcohol",815
"Cerveza con limón",Shandy,Botella,"6 x 25 cl",3.19,Dia,"Bebidas con alcohol",816
"Cerveza radler con limón",Amstel,Lata,"33 cl",0.79,Dia,"Bebidas con alcohol",817
"Cerveza radler con limón",Amstel,Lata,"  33 cl",0.79,Dia,"Bebidas con alcohol",818
"Cerveza con limón  Mixta",Mahou,Lata,"33 cl",0.79,Dia,"Bebidas con alcohol",819
"Cerveza con limón",Shandy,Lata,"33 cl",0.85,Dia,"Bebidas con alcohol",820
"Cerveza radler con limón","San Miguel",Lata,"33 cl",0.75,Dia,"Bebidas con alcohol",821
"Cerveza con limón  Mixta",Mahou,Botella,"6 x 25 cl",3.79,Dia,"Bebidas con alcohol",822
"Cerveza radler con limón",Mahou,Lata," 33 cl",0.85,Dia,"Bebidas con alcohol",823
"Cerveza radler con limón",Amstel,Lata,"  12 x 33 cl",8.99,Dia,"Bebidas con alcohol",824
"Cerveza radler con limón natural mini  pack","La sagra",Frasco,"6 x 20 cl",3.99,Dia,"Bebidas con alcohol",825
"Cerveza lager",Ramblers,Lata,"12 x 33 cl",3.72,Dia,"Bebidas con alcohol",826
"Cerveza lager   plástico",Ramblers,Botella,"1 l",0.95,Dia,"Bebidas con alcohol",827
"Cerveza clásica",Mahou,Lata,"24 x 33 cl",17.29,Dia,"Bebidas con alcohol",828
Cerveza,Mahou,Lata," 12 x 33 cl",9.96,Dia,"Bebidas con alcohol",829
"Cerveza lager",Ramblers,Lata,"33 cl",0.31,Dia,"Bebidas con alcohol",830
Cerveza,Amstel,Lata,"12 x 33 cl",8.52,Dia,"Bebidas con alcohol",831
"Cerveza lager",Ramblers,Botella,"6 x 25 cl",2.09,Dia,"Bebidas con alcohol",832
"Cerveza especial","Estrella Galicia",Lata,"33 cl",0.84,Dia,"Bebidas con alcohol",833
"Cerveza especial",Ramblers,Lata,"33 cl",0.37,Dia,"Bebidas con alcohol",834
Cerveza,Mahou,Botella," 12 x 25 cl",7.92,Dia,"Bebidas con alcohol",835
"Cerveza clásica",Mahou,Lata,"12 x 33 cl",8.64,Dia,"Bebidas con alcohol",836
Cerveza,"San Miguel",Lata,"12 x 33 cl",8.4,Dia,"Bebidas con alcohol",837
"Cerveza clásica",Mahou,Lata,"33 cl",0.75,Dia,"Bebidas con alcohol",838
"Cerveza especial",Alhambra,Botella,"6 x 25 cl",3.99,Dia,"Bebidas con alcohol",839
"Cerveza lager",Ramblers,Botella,"1 l",1.05,Dia,"Bebidas con alcohol",840
"Cerveza lager singular",Alhambra,Lata,"33 cl",0.89,Dia,"Bebidas con alcohol",841
Cerveza,Heineken,Lata,"33 cl",0.82,Dia,"Bebidas con alcohol",842
"Cerveza rubia especial",Victoria,Lata,"33 cl",0.72,Dia,"Bebidas con alcohol",843
"Cerveza lager",Ramblers,Lata,"50 cl",0.49,Dia,"Bebidas con alcohol",844
"Cerveza especial",Ambar,Lata,"50 cl",1.29,Dia,"Bebidas con alcohol",845
Cerveza,"Estrella damm",Lata,"12 x 33 cl",9.99,Dia,"Bebidas con alcohol",846
Cerveza,"Estrella damm",Lata,"33 cl",0.85,Dia,"Bebidas con alcohol",847
Cerveza,"San Miguel",Botella,"12 x 25 cl",6.35,Dia,"Bebidas con alcohol",848
"Cerveza clásica",Mahou,Botella,"12 x 25 cl",6.48,Dia,"Bebidas con alcohol",849
"Cerveza especial",Ambar,Lata,"9 x 33 cl",7.65,Dia,"Bebidas con alcohol",850
"Cerveza tradicional",Alhambra,Lata,"33 cl",0.75,Dia,"Bebidas con alcohol",851
Cerveza,Amstel,Lata,"33 cl",0.75,Dia,"Bebidas con alcohol",852
Cerveza,"San Miguel",Lata,"50 cl",1.09,Dia,"Bebidas con alcohol",853
Cerveza,Heineken,Botella,"6 x 25 cl",3.33,Dia,"Bebidas con alcohol",854
"Cerveza sin filtrar",Mahou,Botella," 33 cl",0.99,Dia,"Bebidas con alcohol",855
"Cerveza rubia mexicana",Corona,Lata,"6 x 33 cl",6.6,Dia,"Bebidas con alcohol",856
"Cerveza sin filtrar","El aguila",Lata,"33 cl",0.92,Dia,"Bebidas con alcohol",857
"Cerveza dorada","El aguila",Botella,"6 x 20 cl",3.19,Dia,"Bebidas con alcohol",858
"Cerveza sin filtrar",Mahou,Lata," 33 cl",0.95,Dia,"Bebidas con alcohol",859
"Cerveza artesana winter ale",Ramblers,Botella,"75 cl",1.79,Dia,"Bebidas con alcohol",860
"Cerveza silver",Heineken,Lata,"33 cl",0.85,Dia,"Bebidas con alcohol",861
"Cerveza especial",Alhambra,Botella,"6 x 20 cl",3.49,Dia,"Bebidas con alcohol",862
Cerveza,"La salve",Lata,"33 cl",0.79,Dia,"Bebidas con alcohol",863
"Cerveza rubia dorada","El aguila",Lata,"10 x 33 cl",8.29,Dia,"Bebidas con alcohol",864
"Cerveza tostada",Amstel,Lata,"10 x 33 cl",8.29,Dia,"Bebidas con alcohol",865
"Cerveza bohemia lager","La sagra",Lata,"33 cl",0.69,Dia,"Bebidas con alcohol",866
"Cerveza especial",Cruzcampo,Botella,"6 x 200 ml",3.39,Dia,"Bebidas con alcohol",867
Cerveza,Mahou,Lata," 25 cl",0.69,Dia,"Bebidas con alcohol",868
"Cerveza rubia dorada","El aguila",Lata,"33 cl",0.85,Dia,"Bebidas con alcohol",869
"Cerveza  Magna","San Miguel",Lata,"12 x 33 cl",9.49,Dia,"Bebidas con alcohol",870
"Cerveza lager sin filtrar","El aguila",Botella,"33 cl",0.99,Dia,"Bebidas con alcohol",871
"Cerveza magna  Magna","San Miguel",Lata,"33 cl",0.85,Dia,"Bebidas con alcohol",872
"Cerveza sin gluten",Mahou,Botella," 33 cl",1.19,Dia,"Bebidas con alcohol",873
Cerveza,Heineken,Lata,"12 x 33 cl",9.69,Dia,"Bebidas con alcohol",874
"Cerveza sin gluten",Mahou,Lata,"33 cl",0.85,Dia,"Bebidas con alcohol",875
Cerveza,Sureña,Botella,"1 l",1.29,Dia,"Bebidas con alcohol",876
"Cerveza tostada  Oro",Amstel,Lata,"33 cl",0.85,Dia,"Bebidas con alcohol",877
Cerveza,Amstel,Botella,"6 x 25 cl",3.09,Dia,"Bebidas con alcohol",878
"Cerveza especial",Ambar,Botella,"6 x 25 cl",4.29,Dia,"Bebidas con alcohol",879
"Cerveza especial",Ambar,Lata,"33 cl",0.85,Dia,"Bebidas con alcohol",880
Cerveza,Mahou,Lata," 33 cl",0.85,Dia,"Bebidas con alcohol",881
Cerveza,Mahou,Botella," 6 x 25 cl",4.05,Dia,"Bebidas con alcohol",882
"Cerveza clásica",Amstel,Lata,"33 cl",0.45,Dia,"Bebidas con alcohol",883
"Cerveza clásica",Mahou,Botella,"1 l",1.77,Dia,"Bebidas con alcohol",884
Cerveza,Amstel,Lata,"50 cl",1.09,Dia,"Bebidas con alcohol",885
"Cerveza clásica",Mahou,Botella,"6 x 25 cl",3.49,Dia,"Bebidas con alcohol",886
Cerveza,"San Miguel",Lata,"33 cl",0.75,Dia,"Bebidas con alcohol",887
Cerveza,"San Miguel",Botella,"6 x 25 cl",3.49,Dia,"Bebidas con alcohol",888
"Cerveza clásica",Mahou,Lata,"50 cl",1.09,Dia,"Bebidas con alcohol",889
Cerveza,Mahou,Lata," 50 cl",1.29,Dia,"Bebidas con alcohol",890
"Galletas rellenas de crema de chocolate",Galleteca,Paquete,"500 g",1.2,Dia,"Cereales y galletas",891
"Galletas dorada maría",Galleteca,Paquete,"800 g",1.55,Dia,"Cereales y galletas",892
"Galletas relieve",Galleteca,Caja,"735 g",1.69,Dia,"Cereales y galletas",893
"Galletas maría",Galleteca,Paquete,"800 g",1.55,Dia,"Cereales y galletas",894
"Galletas de desayuno  Tostarica",Cuétara,Caja,"570 g",2.99,Dia,"Cereales y galletas",895
"Galletas de cereales con vitaminas  Dinosaurus",Artiach,Caja,"411 g",3.49,Dia,"Cereales y galletas",896
"Galleta rellena de crema de chocolate",Principe,Paquete,"3 x 300 g",5.59,Dia,"Cereales y galletas",897
"Galletas tostaditas",Galleteca,Caja,"600 g",1.6,Dia,"Cereales y galletas",898
"Galletas de desayuno la buena maría",Fontaneda,Caja,"800 g",3.3,Dia,"Cereales y galletas",899
"Galletas de cacao rellenas de crema",Galleteca,Caja,"220 g",0.77,Dia,"Cereales y galletas",900
"Galletas digestive con chocolate",Galleteca,Paquete,"300 g",1.05,Dia,"Cereales y galletas",901
"Galletas cubiertas de chocolate con leche",Galleteca,Caja,"150 g",1.25,Dia,"Cereales y galletas",902
"Roscos de galleta con chocolate blanco chocoaros",Galleteca,Bolsa,"128 g",0.75,Dia,"Cereales y galletas",903
"Mini galletas con pepitas de chocolate",Galleteca,Caja,"160 g",1.3,Dia,"Cereales y galletas",904
"Galletas con pepitas de chocolate",Galleteca,Bolsa,"225 g",1.15,Dia,"Cereales y galletas",905
"Galletas con canela  Napolitanas",Cuétara,Caja,"426 g",2.79,Dia,"Cereales y galletas",906
"Galletas digestive",Galleteca,Caja,"800 g",1.75,Dia,"Cereales y galletas",907
"Galletas integrales maría",Galleteca,Caja,"800 g",1.6,Dia,"Cereales y galletas",908
"Galletas tostadas",Galleteca,Paquete,"800 g",1.55,Dia,"Cereales y galletas",909
"Galletas de cacao rellenas de crema bañadas con chocolate con leche",Galleteca,Caja,"252 g",1.39,Dia,"Cereales y galletas",910
"Roscos de galleta con chocolate con leche chocoaros",Galleteca,Bolsa,"128 g",0.75,Dia,"Cereales y galletas",911
"Galletas digestive con avena y chocolate",Gullón,Caja,"425 g",2.19,Dia,"Cereales y galletas",912
"Galletas digestive con chocolate con leche",Fontaneda,Caja,"300 g",3.7,Dia,"Cereales y galletas",913
"Galletas digestive sin azúcares",Gullón,Caja,"400 g",2.65,Dia,"Cereales y galletas",914
"Galletas chip choco con pepitas de chocolate sin azúcares",Gullón,Bolsa,"125 g",2.05,Dia,"Cereales y galletas",915
"Galletas palets de mantequilla","St Michel",Caja,"150 g",1.95,Dia,"Cereales y galletas",916
"Galletas integrales  Active",Gullón,Paquete,"280 g",1.59,Dia,"Cereales y galletas",917
"Galletas doradas al horno sin azúcares",Gullón,Caja,"330 g",3.29,Dia,"Cereales y galletas",918
"Galletas con chocolate rellenas de naranja",Galleteca,Caja,"300 g",1.69,Dia,"Cereales y galletas",919
"Galletas  Campurrianas",Cuétara,Caja,"755 g",3.99,Dia,"Cereales y galletas",920
"Galletas cubiertas de chocolate negro",Galleteca,Caja,"150 g",1.25,Dia,"Cereales y galletas",921
"Mini galletas de cacao rellenas de crema",Oreo,Caja,"160 g",1.99,Dia,"Cereales y galletas",922
"Galletas chocolateadas Los Simpsons",Arluy,Bolsa,"400 g",2.95,Dia,"Cereales y galletas",923
"Galletas rellenas de caramelo","Doña delicia",Bolsa,"40 g",0.6,Dia,"Cereales y galletas",924
"Galletas al horno",Marbú,Caja,"400 g",2.85,Dia,"Cereales y galletas",925
"Galletas rellenas de chocolate y crema choco guay  Tostarica",Cuétara,Caja,"168 g",2.45,Dia,"Cereales y galletas",926
"Galletas de desayuno",Artiach,Caja,"  525 g",3.85,Dia,"Cereales y galletas",927
"Galletas  María Oro",Cuétara,Bolsa,"600 g",3.39,Dia,"Cereales y galletas",928
"Galletas con chocolate  Campurrianas",Cuétara,Caja,"450 g",3.89,Dia,"Cereales y galletas",929
"Galletas a cucharadas ositos sabor choco  Chiquilin",Artiach,Caja,"320 g",3.49,Dia,"Cereales y galletas",930
"Galletas de cereales con chocolate blanco  Dinosaurus",Artiach,Caja,"264 g",2.99,Dia,"Cereales y galletas",931
"Galletas choco leche  Dinosaurus",Artiach,Caja,"255 g",2.99,Dia,"Cereales y galletas",932
"Galletas de desayuno  Chiquilin",Artiach,Caja,"525 g",3.65,Dia,"Cereales y galletas",933
"Galletas de cacao Patrulla Canina",Nickelodeon,Bolsa,"150 g",1.59,Dia,"Cereales y galletas",934
"Galletas con pepitas de chocolate oceanix  Tostarica",Cuétara,Caja,"400 g",3.99,Dia,"Cereales y galletas",935
Barquillos,Mels,Bote,"150 g",1.95,Dia,"Cereales y galletas",936
"Conos de helado",Mels,Bote,"110 g",1.95,Dia,"Cereales y galletas",937
"Galletas de corte para helado",Mels,Caja,"35 g",0.49,Dia,"Cereales y galletas",938
"Galleta bañada en chocolate  Tostarica",Cuétara,Caja,"210 g",2.69,Dia,"Cereales y galletas",939
"Galletas saladas con semillas de chía","Biscuits Galicia",Bolsa,"200 g",2.09,Dia,"Cereales y galletas",940
"Galletas digestive avena y chocolate",Gullón,Bolsa,"150 g",2.29,Dia,"Cereales y galletas",941
"Mini galletas digestive de chocolate con leche",Gullón,Bolsa,"160 g",1.2,Dia,"Cereales y galletas",942
"Mini galletas digestive con avena y chocolate",Gullón,Bolsa,"160 g",1.2,Dia,"Cereales y galletas",943
"Galletas caramelizadas rellenas de crema","Lotus Biscoff",Bolsa,"150 g",1.75,Dia,"Cereales y galletas",944
"Galletas integrales con",Florbu,Bolsa,"400 g",2.79,Dia,"Cereales y galletas",945
"Tartelettes rellenas de frambuesa","Bonne maman",Caja,"135 g",2.85,Dia,"Cereales y galletas",946
"Galletas con mantequilla","Paw Patrol",Bolsa,"150 g",1.59,Dia,"Cereales y galletas",947
"Galletas sin sal y sin azúcar  Ligera",Gullón,Paquete,"200 g",1.29,Dia,"Cereales y galletas",948
"Galletas integrales sin azúcar",Florbu,Bolsa,"350 g",2.49,Dia,"Cereales y galletas",949
"Barquillos mix",Florbu,Bolsa,"360 g",2.19,Dia,"Cereales y galletas",950
"Galletas recubiertas con chocolate con leche",Milka,Caja,"126 g",1.85,Dia,"Cereales y galletas",951
"Galletas finas cubiertas de chocolate con leche sin azúcares",Gullón,Bolsa,"150 g",2.25,Dia,"Cereales y galletas",952
"Galletas a cucharadas con cereales y vitaminas  Dinosaurus",Artiach,Caja,"320 g",2.99,Dia,"Cereales y galletas",953
"Galletas rellenas con crema de cacao",Nocilla,Bolsa,"120 g",2.29,Dia,"Cereales y galletas",954
"Galletas de barquillo recubiertas de chocolate mini wafers",Milka,Bolsa,"110 g",1.99,Dia,"Cereales y galletas",955
"Galletas rellenas de crema de cacao",Nutella,Bolsa,"304 g",3.99,Dia,"Cereales y galletas",956
"Palitos de galleta recubiertos de chocolate con leche  estuche",Mikado,Frasco,"75 g",1.99,Dia,"Cereales y galletas",957
"Galletas caramelizadas","Lotus Biscoff",Paquete,"250 g",1.89,Dia,"Cereales y galletas",958
"Galletas caramelizadas rellenas de crema de vainilla","Lotus Biscoff",Bolsa,"150 g",1.75,Dia,"Cereales y galletas",959
"Mini galletas rellenas de crema",Oreo,Caja,"160 g",1.99,Dia,"Cereales y galletas",960
"Mini galletas rellenas con crema de cacao",Nocilla,Bolsa,"64 g",1.5,Dia,"Cereales y galletas",961
"Mini galletas rellenas con crema de leche",Nocilla,Bolsa,"64 g",1.5,Dia,"Cereales y galletas",962
"Galletas caramelizadas rellenas de chocolate","Lotus Biscoff",Bolsa,"150 g",1.75,Dia,"Cereales y galletas",963
"Galletas con pepitas de chocolate con leche",Milka,Bolsa,"110 g",1.99,Dia,"Cereales y galletas",964
"Galletas de cacao rellenas de crema bañadas con chocolate crunchy bites",Oreo,Bolsa,"110 g",1.85,Dia,"Cereales y galletas",965
"Obleas con doble relleno",Kinder,Caja,"128 g",2.79,Dia,"Cereales y galletas",966
"Palitos de galleta recubiertos de chocolate negro",Galleteca,Caja,"75 g",1.19,Dia,"Cereales y galletas",967
"Mini galletas con pepitas de chocolate","Chips Ahoy",Caja,"160 g",1.95,Dia,"Cereales y galletas",968
"Galletas digestive finas con chocolate negro",Fontaneda,Caja,"170 g",2.55,Dia,"Cereales y galletas",969
"Galletas digestive finas con chocolate con leche",Fontaneda,Caja,"170 g",2.55,Dia,"Cereales y galletas",970
"Roscos de galleta con chocolate blanco  Filipinos",Artiach,Bolsa,"93 g ",1.4,Dia,"Cereales y galletas",971
"Galletas  Surtido",Cuétara,Caja,"420 g",5.99,Dia,"Cereales y galletas",972
"Galletas de desayuno mini go  Tostarica",Cuétara,Caja,"240 g",2.85,Dia,"Cereales y galletas",973
"Mini galletas de cacao rellenas de crema",Galleteca,Bolsa,"100 g",0.69,Dia,"Cereales y galletas",974
"Galletas integral con avena y naranja",Gullón,Caja,"425 g",2.19,Dia,"Cereales y galletas",975
"Galletas rellenas de crema de chocolate",Galleteca,Caja,"176 g",0.72,Dia,"Cereales y galletas",976
"Galleta rellena de chocolate",Milka,Bolsa,"156 g",2.95,Dia,"Cereales y galletas",977
"Galletas dibus sharkies con cacao sin gluten",Gullón,Caja,"250 g",2.89,Dia,"Cereales y galletas",978
"Galletas con pepitas de chocolate y relleno de chocolate",Galleteca,Bolsa,"200 g",1.99,Dia,"Cereales y galletas",979
"Barquillos rellenos de nata",Galleteca,Bolsa,"210 g",1,Dia,"Cereales y galletas",980
"Barquillos rellenos de cacao",Galleteca,Bolsa,"210 g",1,Dia,"Cereales y galletas",981
"Palitos de galleta recubiertos de chocolate",Mikado,Caja,"75 g",1.99,Dia,"Cereales y galletas",982
"Galletas con fibra sin azúcares","Diet fibra",Bolsa,"240 g",1.65,Dia,"Cereales y galletas",983
"Galletas huevos de cereales con chocolate  Dinosaurus",Artiach,Caja,"140 g",2.45,Dia,"Cereales y galletas",984
"Galletas crocant original con copos de avena  Vitalday",Gullón,Caja,"265 g",1.99,Dia,"Cereales y galletas",985
"Galletas sándwich con avena y frutos rojos rellenas de yogurt  Vitalday",Gullón,Caja,"220 g",2.29,Dia,"Cereales y galletas",986
"Galletas sándwich con avena y chips de chocolate rellenas de avellanas  Vitalday",Gullón,Caja,"220 g",2.29,Dia,"Cereales y galletas",987
"Palitos de galleta recubiertos de chocolate con leche",Galleteca,Caja,"75 g",1.19,Dia,"Cereales y galletas",988
"Mini galletas chocolateadas con vitaminas",Arluy,Caja,"135 g",1.89,Dia,"Cereales y galletas",989
"Galleta rellena de crema de chocolate",Principe,Paquete,"300 g",2.29,Dia,"Cereales y galletas",990
"Galletas rellenas de chocolate maxi choc",Principe,Paquete,"3 x 250 g",5.89,Dia,"Cereales y galletas",991
"Surtido de galletas",Galleteca,Caja,"500 g",3.89,Dia,"Cereales y galletas",992
"Galletas con arándanos y pepitas de chocolate blanco",Galleteca,Bolsa,"184 g",1.99,Dia,"Cereales y galletas",993
"Galletas con chocolate energy  Chiquilin",Artiach,Caja,"200 g",3.59,Dia,"Cereales y galletas",994
"Galletas rellenas de chocolate maxi choc",Principe,Paquete,"250 g",2.29,Dia,"Cereales y galletas",995
"Roscos de galleta con chocolate negro  Filipinos",Artiach,Bolsa,"128 g ",1.4,Dia,"Cereales y galletas",996
"Mini galletas Los Simpsons",Arluy,Bolsa,"400 g",3.95,Dia,"Cereales y galletas",997
"Galletas rellenas de arroz inflado chocolateado  Flakes",Cuétara,Caja,"520 g",3.49,Dia,"Cereales y galletas",998
"Galletas con pepitas de chocolate","Chips Ahoy",Caja,"300 g",3.95,Dia,"Cereales y galletas",999
"Galletas maría sin gluten",Gullón,Caja,"400 g",3.05,Dia,"Cereales y galletas",1000
